G,PER,TS%,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,TOV,PPG,RPG,APG,SPG,BPG,name,MVP Awards,1st Team,2nd Team,3rd Team,All-NBA Teams,All Star Selections,isHOF
33,9.3,0.41200000000000003,0.294,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.0,-2.3267202000288334,0.5598788286771945,55,143,0.385,22.215036720029588,63.60448037195541,0.2487963155163492,23,42,73.93983201832528,4.03030303030303,2.090909090909091,0.8787878787878788,1.2090015896814954,0.7415230343537311,Bob Anderegg,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,7.8,0.331,0.324,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.1,-2.3267202000288334,0.5598788286771945,11,37,0.297,22.215036720029588,63.60448037195541,0.2487963155163492,6,12,73.93983201832528,1.4736842105263157,2.0526315789473686,0.15789473684210525,2.099844866288913,1.2879084280880593,Bob Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,14.5,0.502,0.188,11.5,5.4,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,1.0,-2.3267202000288334,0.5598788286771945,128,277,0.462,22.215036720029588,63.60448037195541,0.2487963155163492,45,52,73.93983201832528,5.472727272727273,2.7636363636363637,0.43636363636363634,0.7254009538088974,0.44491382061223866,Bob Arnzen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,9.9,0.49833333333333335,0.19633333333333336,15.200000000000001,3.616666666666667,0.5333333333333333,0.13333333333333333,7.595032853300645,17.052163951120125,0.30000000000000004,-10.15,-0.11666666666666665,95,233,0.4663333333333333,133.29022032017753,381.62688223173245,0.2487963155163492,52,71,165.87966403665055,2.4444444444444446,1.2121212121212122,0.42424242424242425,0.1919191919191919,0.04040404040404041,Bob Bigelow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
955,15.576923076923077,0.5085384615384615,0.36669230769230765,10.076193464872734,9.743059529696664,1.6482685648326212,1.4106242785686764,15.085098559901942,18.906491853360368,67.0,-2.326720200028834,0.5598788286771946,5429,11834,0.45361538461538464,288.79547736038467,826.8582448354205,0.24879631551634918,3314,4374,961.2178162382288,14.839790575916231,8.078534031413612,1.3958115183246074,0.5431012376684415,0.3331030175264405,Bob Boozer,0.0,0.0,0.0,0.0,0.0,1.0,0.0
338,11.57581428156509,0.4042,0.39740000000000003,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,5.5,-2.3267202000288334,0.5598788286771945,887,2581,0.346,111.07518360014794,318.02240185977706,0.2487963155163492,681,1044,369.69916009162637,7.263313609467455,6.4160869251992345,2.0680473372781063,0.5901930837202567,0.3619860966519693,Bob Brannum,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,12.479071407825446,0.414,0.33,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,1.2,-2.3267202000288334,0.5598788286771945,276,764,0.361,22.215036720029588,63.60448037195541,0.2487963155163492,172,252,73.93983201832528,11.67741935483871,3.6231835599571167,1.6290322580645162,0.6435008461207959,0.394681615059244,Bob Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,10.85,0.3825,0.524,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,1.9,-2.3267202000288334,0.5598788286771945,159,436,0.344,44.430073440059175,127.20896074391082,0.2487963155163492,141,244,147.87966403665055,5.666666666666667,4.407407407407407,0.5802469135802469,0.9851124064071445,0.604203953917855,Bob Burrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,8.7,0.423,0.625,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.3,-2.3267202000288334,0.5598788286771945,24,64,0.375,22.215036720029588,63.60448037195541,0.2487963155163492,21,40,73.93983201832528,3.6315789473684212,2.3684210526315788,0.8421052631578947,2.099844866288913,1.2879084280880593,Bob Carney,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,12.479071407825446,0.40775000000000006,0.39925,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,8.8,-2.3267202000288334,0.5598788286771945,430,1287,0.319,88.86014688011835,254.41792148782164,0.2487963155163492,400,512,295.7593280733011,7.078651685393258,3.835041464704164,1.404494382022472,0.8965629766177382,0.5498934861499579,Bob Carpenter,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,9.0,0.478,0.28225,5.125,8.375,1.625,0.6499999999999999,14.45,16.525,2.7,-3.6,-0.19999999999999998,521,1215,0.43075,66.64511016008876,192.81344111586623,0.1865972366372619,266,350,241.0,8.493506493506494,2.344155844155844,1.5389610389610389,0.8701298701298701,0.3051948051948052,Bob Carrington,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,12.399999999999999,0.53875,0.492,16.625,8.075,1.411201423624466,1.3829682089265076,15.085098559901937,18.90649185336037,5.699999999999999,-2.320040150021625,0.39490912150789587,346,712,0.483,88.86014688011835,254.41792148782164,0.2487963155163492,250,355,295.7593280733011,3.8292682926829267,4.073170731707317,0.8252032520325203,0.5637851925953986,0.428499107321217,Bob Christian,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,15.49230769230769,0.5113846153846155,0.25361538461538463,9.065323814380418,13.553846153846154,1.584082635333114,1.0263459318672852,14.529291421478117,20.057841140529455,80.2,-0.32360621539348716,1.5415011780545216,6445,13317,0.4721538461538461,224.15036720029588,648.0448037195541,0.2245199592830647,2638,3382,1221.518656146602,18.510131108462456,6.811680572109655,3.3921334922526816,0.9780550772800446,0.47780815319987185,Bob Dandridge,0.0,0.0,1.0,0.0,1.0,4.0,0.0
9,-1.0,0.261,0.214,5.9,6.4,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.3,-2.3267202000288334,0.5598788286771945,6,28,0.214,22.215036720029588,63.60448037195541,0.2487963155163492,4,6,73.93983201832528,1.7777777777777777,0.5555555555555556,0.2222222222222222,4.43300582883215,2.7189177926303474,Bob Davis,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,12.479071407825446,0.397,0.32899999999999996,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,1.6,-2.3267202000288334,0.5598788286771945,120,347,0.34600000000000003,22.215036720029588,63.60448037195541,0.2487963155163492,75,114,73.93983201832528,6.702127659574468,4.779518738666835,2.297872340425532,0.8488734565848798,0.5206438326313431,Bob Doll,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,13.694767851956362,0.50275,0.70825,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,17.9,-2.3267202000288334,0.5598788286771945,662,1379,0.48024999999999995,88.86014688011835,254.41792148782164,0.2487963155163492,494,975,295.7593280733011,6.65934065934066,3.923076923076923,2.586080586080586,0.5845721972086352,0.3585386100171887,Bob Donham,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,10.133333333333335,0.4096666666666667,0.3615,9.949209586945463,15.158301928618977,1.6482685648326214,1.410624278568677,15.085098559901937,18.906491853360368,0.9,-2.326720200028834,0.5598788286771946,258,643,0.36233333333333334,133.29022032017753,381.62688223173245,0.2487963155163492,116,176,443.63899210995163,4.450704225352113,1.1619718309859155,1.732394366197183,1.6857909489925078,1.0339546535354842,Bob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141,12.5,0.5640000000000001,0.6386666666666667,11.633333333333335,11.466666666666667,1.3,0.8666666666666667,21.0,18.566666666666666,3.1,-2.166666666666667,-0.03333333333333333,356,720,0.5053333333333333,24.215036720029588,69.60448037195542,0.3329321051721164,266,410,233.0,6.950354609929078,3.5602836879432624,1.446808510638298,0.48936170212765956,0.24113475177304963,Bob Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,12.479071407825446,0.324,0.22,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.3,-2.3267202000288334,0.5598788286771945,56,200,0.28,22.215036720029588,63.60448037195541,0.2487963155163492,30,44,73.93983201832528,3.021276595744681,4.779518738666835,1.1702127659574468,0.8488734565848798,0.5206438326313431,Bob Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,12.479071407825446,0.419,0.348,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,3.6,-2.3267202000288334,0.5598788286771945,172,500,0.344,22.215036720029588,63.60448037195541,0.2487963155163492,139,174,73.93983201832528,8.05,3.7439563452890208,2.1166666666666667,0.6649508743248226,0.4078376688945521,Bob Feerick,0.0,2.0,1.0,0.0,3.0,0.0,0.0
634,13.089999999999998,0.46659999999999996,0.3978,9.94920958694546,11.714981157171383,1.6482685648326214,1.4106242785686767,15.08509855990194,18.906491853360368,20.099999999999998,-2.326720200028834,0.5598788286771946,2225,5142,0.4215,222.15036720029588,636.0448037195541,0.2487963155163492,1330,2003,739.3983201832528,9.116719242902208,5.2728706624605675,1.4290220820189274,0.6292910482569299,0.38596624816519126,Bob Ferry,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,6.3,0.30150000000000005,0.42,8.274604793472731,20.9,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.1,-2.3267202000288334,0.5598788286771945,45,121,0.2435,44.430073440059175,127.20896074391082,0.2487963155163492,21,35,147.87966403665055,2.5813953488372094,1.5116279069767442,0.9302325581395349,1.8556768585809,1.1381516341243314,Bob Greacen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,13.899999999999999,0.5455,0.289875,9.674999999999999,15.2,2.325,1.5499999999999998,19.246274639975486,16.30162296334009,30.599999999999998,1.8499999999999999,1.75,1857,3629,0.501625,93.86014688011835,282.4179214878217,0.2410231577581746,848,1062,876.8796640366505,8.90253411306043,4.391812865497076,2.8869395711500974,1.1988304093567252,0.7037037037037037,Bob Gross,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,8.736363636363636,0.49063636363636365,0.18436363636363637,6.154545454545455,11.445454545454545,1.5545454545454545,0.2454545454545455,12.036363636363637,15.490909090909092,16.3,-2.5454545454545454,0.15454545454545457,1721,3690,0.4567272727272727,172.0,538.0,0.24418181818181817,511,782,590.0,6.415241057542768,2.1135303265940903,1.5800933125972005,0.6003110419906688,0.08242612752721618,Bob Hansen,0.0,0.0,0.0,0.0,0.0,0.0,0.0
381,12.51661223304311,0.417,0.4394285714285714,9.949209586945463,13.009962314342772,1.6482685648326214,1.4106242785686771,15.085098559901937,18.906491853360368,16.6,-2.326720200028834,0.5598788286771946,902,2386,0.3552857142857143,155.5052570402071,445.23136260368784,0.24879631551634923,687,1084,517.5788241282769,6.5380577427821525,6.140780526817169,1.4855643044619422,0.733016711854135,0.44958483185226217,Bob Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,9.22156492940694,0.3895454545454546,0.2702727272727273,9.94920958694546,13.009962314342772,1.6482685648326216,1.4106242785686767,15.08509855990194,18.906491853360368,15.685796217205601,-2.326720200028834,0.5598788286771946,1926,5516,0.3447272727272727,244.36540392032546,699.6492840915096,0.24879631551634918,948,1390,813.3381522015782,7.069219440353461,2.522293638758971,2.6671575846833577,0.6463440015528468,0.39642542190044827,Bob Harrison,0.0,0.0,0.0,0.0,0.0,1.0,0.0
7,12.7,0.429,0.375,9.949209586945463,6.8,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.0,-2.3267202000288334,0.5598788286771945,5,16,0.313,22.215036720029588,63.60448037195541,0.2487963155163492,6,6,73.93983201832528,2.2857142857142856,0.42857142857142855,0.14285714285714285,5.699578922784193,3.4957514476675895,Bob Hogsett,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,13.85,0.45125,0.32625000000000004,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,9.5,-2.3267202000288334,0.5598788286771945,854,2168,0.3925,88.86014688011835,254.41792148782164,0.2487963155163492,529,695,295.7593280733011,8.194139194139193,5.589743589743589,0.6923076923076923,0.5845721972086352,0.3585386100171887,Bob Hopkins,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,15.282724486832207,0.4562857142857143,0.4767142857142857,9.949209586945463,13.009962314342772,1.6482685648326214,1.4106242785686771,15.085098559901937,18.906491853360368,19.5857962172056,-2.326720200028834,0.5598788286771946,1115,2807,0.38014285714285717,155.5052570402071,445.23136260368784,0.24879631551634923,989,1374,517.5788241282769,9.17094017094017,5.49002849002849,1.774928774928775,0.795667712867309,0.488010885856729,Bob Houbregs,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,15.314285714285713,0.521,0.4234285714285715,11.728345596270131,14.0,1.5059061177375865,1.1504459132633407,15.085098559901937,18.906491853360368,31.499999999999996,-2.133371571449167,0.42848487762656756,2306,4835,0.4628571428571429,155.5052570402071,445.23136260368784,0.24879631551634923,1437,1919,517.5788241282769,11.521904761904763,7.013333333333334,2.721904761904762,0.4866385948522795,0.27495485841593453,Bob Kauffman,0.0,0.0,0.0,0.0,0.0,3.0,0.0
60,12.479071407825446,0.43799999999999994,0.515,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,4.8,-2.3267202000288334,0.5598788286771945,233,621,0.375,22.215036720029588,63.60448037195541,0.2487963155163492,201,320,73.93983201832528,11.116666666666667,3.7439563452890208,1.6666666666666667,0.6649508743248226,0.4078376688945521,Bob Kinney,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,11.9,0.47,0.14300000000000002,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.1,-2.3267202000288334,0.5598788286771945,3,7,0.429,22.215036720029588,63.60448037195541,0.2487963155163492,1,1,73.93983201832528,3.5,0.5,4.0,19.948526229744676,12.235130066836563,Bob Knight,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,14.363178567970907,0.44449999999999995,0.3625,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.906491853360368,19.4,-2.326720200028834,0.5598788286771946,956,2495,0.3918333333333333,133.29022032017753,381.62688223173245,0.2487963155163492,608,856,443.63899210995163,7.590361445783133,5.876506024096385,1.4126506024096386,0.7210310685449882,0.44223361687361074,Bob Lavoy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,9.0,0.38799999999999996,0.498,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.5,-2.3267202000288334,0.5598788286771945,79,245,0.322,22.215036720029588,63.60448037195541,0.2487963155163492,74,122,73.93983201832528,3.7419354838709675,2.6129032258064515,0.7580645161290323,0.6435008461207959,0.394681615059244,Bob Lochmueller,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,13.46875,0.47100000000000003,0.31412500000000004,9.11220359510455,6.156249999999999,1.3521510677183497,0.9309761566948807,15.085098559901944,18.906491853360368,52.199999999999996,-3.190030112516219,0.14618184113092195,5717,13388,0.4129375,355.4405875204735,1017.6716859512868,0.24879631551634915,3181,3956,1183.0373122932044,16.29319955406912,5.575250836120401,1.3244147157190636,0.6834709834285443,0.3146402911962744,Bob Love,0.0,0.0,2.0,0.0,2.0,3.0,0.0
54,5.1,0.35150000000000003,0.29,10.0,7.1499999999999995,0.35,4.45,10.4,13.15,0.3,-5.8,-0.15,41,93,0.3275,0.0,0.0,0.2487963155163492,31,51,29.0,2.0925925925925926,2.2037037037037037,0.3333333333333333,0.14814814814814814,0.6296296296296297,Bob Martin,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,6.480000000000001,0.37839999999999996,0.3832,11.86,6.519999999999999,1.4600000000000002,1.58,13.220000000000002,15.919999999999998,2.1,-6.980000000000001,-0.13999999999999999,296,618,0.3424,1.0,5.0,0.19951852620653968,146,253,134.0,4.151685393258427,2.6292134831460676,0.5842696629213483,0.449438202247191,0.4438202247191011,Bob McCann,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,10.85,0.45249999999999996,0.25849999999999995,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,2.6,-2.3267202000288334,0.5598788286771945,278,699,0.40375,88.86014688011835,254.41792148782164,0.2487963155163492,157,194,295.7593280733011,4.074285714285714,1.3428571428571427,2.3771428571428572,0.9119326276454709,0.5593202316268143,Bob McNeill,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,25.0,0.667,0.0,33.3,17.2,0.0,6.5,0.0,14.5,0.1,11.0,0.0,2,3,0.667,0.0,0.0,0.2487963155163492,0,0,0.0,2.0,2.5,0.5,0.0,0.5,Bob Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-10.4,0.102,0.5,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.1,-2.3267202000288334,0.5598788286771945,0,4,0.0,22.215036720029588,63.60448037195541,0.2487963155163492,1,2,73.93983201832528,0.25,1.25,0.25,9.974263114872338,6.117565033418281,Bob Naber,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,9.725,0.42075000000000007,0.24175,10.675,8.325,1.1620671412081554,1.277656069642169,13.817549279950967,18.728245926680188,2.6,-3.331680050007208,-0.03503029283070136,441,1013,0.38250000000000006,88.86014688011835,254.41792148782164,0.2487963155163492,154,211,276.8796640366505,4.730593607305936,2.2054794520547945,0.6712328767123288,0.45158471442689196,0.30808337960581333,Bob Nash,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,12.219999999999999,0.4742,0.7817999999999999,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,1.6,-2.3267202000288334,0.5598788286771945,189,492,0.33320000000000005,111.07518360014794,318.02240185977706,0.2487963155163492,116,171,369.69916009162637,4.45045045045045,3.6126126126126126,0.7297297297297297,1.797164525202223,1.1022639699852759,Bob Peterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,13.700000000000001,0.48875,0.26875,10.987302396736364,5.875,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,4.3999999999999995,-2.3267202000288334,0.5598788286771945,519,1172,0.44075000000000003,88.86014688011835,254.41792148782164,0.2487963155163492,216,277,295.7593280733011,5.67420814479638,3.2986425339366514,0.579185520361991,0.7221185965518435,0.44290063590358597,Bob Portman,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,7.8,0.408,0.368,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.0,-2.3267202000288334,0.5598788286771945,14,38,0.368,22.215036720029588,63.60448037195541,0.2487963155163492,8,14,73.93983201832528,2.25,2.25,0.4375,2.4935657787180845,1.5293912583545703,Bob Priddy,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,14.233333333333334,0.5216666666666668,0.5498333333333333,10.232806391296974,6.8,1.6482685648326214,1.410624278568677,15.085098559901937,18.906491853360368,4.6,-2.326720200028834,0.5598788286771946,350,774,0.45599999999999996,133.29022032017753,381.62688223173245,0.2487963155163492,297,407,443.63899210995163,5.864705882352941,2.6823529411764704,0.6294117647058823,1.4081312632760947,0.8636562400119927,Bob Quick,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,10.9,0.502,1.0,13.9,3.2,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.0,-2.3267202000288334,0.5598788286771945,4,9,0.444,22.215036720029588,63.60448037195541,0.2487963155163492,5,9,73.93983201832528,1.8571428571428572,1.7142857142857142,0.14285714285714285,5.699578922784193,3.4957514476675895,Bob Riley,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,12.479071407825446,0.384,0.251,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.0,-2.3267202000288334,0.5598788286771945,78,231,0.33799999999999997,22.215036720029588,63.60448037195541,0.2487963155163492,41,58,73.93983201832528,4.690476190476191,5.348509064698601,2.0238095238095237,0.9499298204640322,0.5826252412779316,Bob Royer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
531,12.125000000000002,0.39149999999999996,0.2545833333333334,9.812302396736365,9.4,1.4568904706938512,1.2588535654738973,15.085098559901942,18.906491853360368,25.3,-3.7639335000240286,0.4498990238976622,3298,7245,0.3585833333333333,266.58044064035505,763.253764463465,0.24879631551634918,1699,2485,887.2779842199035,15.621468926553673,7.4858757062146895,1.408662900188324,0.7739557901975397,0.47966591588838275,Bob Rule,0.0,0.0,0.0,0.0,0.0,1.0,0.0
4,12.7,0.506,0.2,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.1,-2.3267202000288334,0.5598788286771945,5,10,0.5,22.215036720029588,63.60448037195541,0.2487963155163492,1,2,73.93983201832528,2.75,0.75,0.25,9.974263114872338,6.117565033418281,Bob Santini,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,7.125,0.36425,0.28350000000000003,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-1.3,-2.3267202000288334,0.5598788286771945,181,606,0.30625,88.86014688011835,254.41792148782164,0.2487963155163492,135,175,295.7593280733011,4.176470588235294,1.2857142857142858,1.0168067226890756,1.3410773935962808,0.8225297523923739,Bob Schafer,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,8.1,0.4283333333333334,0.5036666666666666,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.8,-2.3267202000288334,0.5598788286771945,386,982,0.3873333333333333,66.64511016008876,190.81344111586623,0.2487963155163492,246,432,221.81949605497584,7.8307692307692305,2.8153846153846156,2.3692307692307693,0.9207012106036004,0.5646983107770721,Bob Sims,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,14.216666666666669,0.5021666666666667,0.45108333333333334,8.616666666666669,26.66666666666667,2.2416666666666663,0.725,18.333333333333332,19.491666666666667,32.8,0.19166666666666674,0.9083333333333332,2120,5113,0.4073333333333333,444.0,1382.0,0.30175,1566,2250,1336.0,8.480325644504749,3.4816824966078697,3.672998643147897,0.9538670284938942,0.21166892808683854,Bob Sura,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,4.320000000000001,0.42729999999999996,0.45410000000000006,12.820000000000002,3.02,0.9,0.54,18.689999999999998,17.479999999999997,1.6,-9.440000000000001,-0.29,385,850,0.3707,2.0,11.0,0.1909981577581746,236,417,245.0,3.0453172205438066,2.489425981873112,0.34441087613293053,0.256797583081571,0.1148036253776435,Bob Thornton,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,12.479071407825446,0.3293333333333333,0.2376666666666667,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-1.2,-2.3267202000288334,0.5598788286771945,86,306,0.2813333333333333,66.64511016008876,190.81344111586623,0.2487963155163492,54,80,221.81949605497584,3.896551724137931,11.619174864690065,1.3103448275862069,2.063640644456346,1.265703110362403,Bob Tough,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,13.3,0.486,0.344,4.3,11.0,2.5,0.0,15.085098559901937,18.90649185336037,0.1,-5.2,-0.2,42,93,0.452,22.215036720029588,63.60448037195541,0.2487963155163492,20,32,73.93983201832528,4.9523809523809526,0.8571428571428571,0.8095238095238095,0.5714285714285714,0.0,Bob Verga,0.0,0.0,0.0,0.0,0.0,1.0,0.0
223,9.25,0.3755,0.3045,9.949209586945463,16.483333333333334,1.6482685648326214,1.410624278568677,15.085098559901937,18.906491853360368,1.2999999999999998,-2.326720200028834,0.5598788286771946,709,1718,0.3273333333333333,133.29022032017753,381.62688223173245,0.2487963155163492,279,472,443.63899210995163,7.609865470852018,2.708520179372197,1.9865470852017937,1.073463294874153,0.6583926493364967,Bob Warlick,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,11.47857142857143,0.47057142857142853,0.3008571428571429,6.838890507758444,22.435714285714283,1.9416204034518727,1.1718744846919118,15.085098559901942,18.906491853360368,32.9,-2.240514428592024,0.4141991633408533,2477,5845,0.41921428571428576,311.0105140804143,890.4627252073759,0.24879631551634915,1541,1866,1035.157648256554,7.5523255813953485,1.813953488372093,3.63953488372093,0.7976401448777831,0.34500302481015266,Bob Weiss,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,7.5,0.342,0.18600000000000003,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.7,-2.3267202000288334,0.5598788286771945,51,161,0.317,22.215036720029588,63.60448037195541,0.2487963155163492,17,30,73.93983201832528,1.9833333333333334,1.8666666666666667,0.38333333333333336,0.6649508743248226,0.4078376688945521,Bob Wiesenhahn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
536,11.157142857142858,0.4635714285714286,0.2278571428571428,8.042857142857143,16.885714285714286,2.1142857142857143,0.5142857142857143,17.826442651414563,18.972355979051482,8.299999999999999,-1.8999999999999997,0.08571428571428573,2256,5313,0.4234285714285715,77.64511016008876,256.8134411158662,0.17419842093557825,901,1199,1229.9398320183252,10.119402985074627,4.1716417910447765,3.423507462686567,1.251865671641791,0.2630597014925373,Bob Wilkerson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,9.5,0.439,0.864,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.5,-2.3267202000288334,0.5598788286771945,22,50,0.35350000000000004,44.430073440059175,127.20896074391082,0.2487963155163492,26,48,147.87966403665055,2.9166666666666665,2.4583333333333335,0.2916666666666667,3.324754371624113,2.0391883444727603,Bob Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,7.8,0.365,0.511,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,0.2,-2.3267202000288334,0.5598788286771945,79,264,0.299,22.215036720029588,63.60448037195541,0.2487963155163492,78,135,73.93983201832528,3.746031746031746,3.3333333333333335,1.7142857142857142,0.6332865469760215,0.38841682751862106,Bob Wilson,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,12.479071407825446,0.242,0.071,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,-0.2,-2.3267202000288334,0.5598788286771945,3,14,0.214,22.215036720029588,63.60448037195541,0.2487963155163492,1,1,73.93983201832528,1.1666666666666667,37.439563452890205,0.16666666666666666,6.649508743248226,4.078376688945521,Bob Wood,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,28.65,0.634,0.547,22.95,5.949999999999999,1.1,3.45,8.75,24.05,5.1,1.85,0.44999999999999996,177,306,0.5740000000000001,0.0,0.0,0.2487963155163492,134,172,39.0,5.48314606741573,3.640449438202247,0.33707865168539325,0.20224719101123595,0.39325842696629215,Boban Marjanovic,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,9.542857142857143,0.4647142857142857,0.08114285714285716,3.771428571428572,23.714285714285715,1.2,0.17142857142857143,14.057142857142855,23.485714285714284,-2.1999999999999997,-6.785714285714286,-0.5428571428571429,481,1254,0.38099999999999995,156.0,491.0,0.3241428571428572,96,118,223.0,4.836653386454183,0.7410358565737052,1.6892430278884463,0.2908366533864542,0.03187250996015936,Bobby Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0
