name,position,years_played,All Star Selections,1st Team,2nd Team,3rd Team,All-NBA Teams,MVP Awards,G,PER,TS%,FTr,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM,VORP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,TOV,PPG,RPG,APG,SPG,BPG,isHOF
Kareem Abdul-Jabbar,C,20,19,10.0,5.0,0.0,15.0,6.0,1560.0,24.084999999999997,0.5914999999999999,0.32509999999999994,15.03746047934727,14.235000000000003,1.2996537129665244,3.222124855713736,14.019039423960777,22.087596741344154,273.3,3.799655959994233,4.406975765735439,15837.0,28307.0,0.55835,223.15036720029588,654.0448037195541,0.14104815775817459,6712.0,9304.0,3118.518656146602,24.60705128205128,11.179487179487179,3.628205128205128,0.8458898781012548,2.106975025983777,1
Vern Mikkelsen,F-C,10,6,0.0,4.0,0.0,4.0,0.0,699.0,17.27581428156509,0.4768,0.4366,9.94920958694546,13.009962314342772,1.6482685648326214,1.4106242785686767,15.08509855990194,18.906491853360368,83.3,-2.326720200028834,0.5598788286771946,3547.0,8812.0,0.40140000000000003,222.15036720029588,636.0448037195541,0.2487963155163492,2969.0,3874.0,739.3983201832528,14.396280400572246,8.819223720625667,2.167381974248927,0.5707732826822511,0.3500752522700018,1
George Gervin,G-F,14,12,5.0,2.0,0.0,7.0,0.0,791.0,21.47,0.5703,0.34230000000000005,7.210000000000001,12.969999999999999,1.58,1.2900000000000003,11.898509855990193,29.390649185336038,88.2,1.25,2.3300000000000005,8045.0,15747.0,0.5098,143.64511016008876,449.8134411158662,0.25873889465490474,4541.0,5383.0,2210.9398320183254,26.1795195954488,4.5600505689001265,2.7989886219974713,1.1896333754740835,0.8470290771175727,1
Gail Goodrich,G,14,5,1.0,0.0,0.0,1.0,0.0,1031.0,16.29285714285714,0.5118571428571428,0.33028571428571424,6.167574852480523,19.928571428571427,1.6918677513329266,0.9132138734678154,15.144370194201665,19.12699301716603,76.60000000000001,-1.6009829714450479,0.712787902101254,7431.0,16300.0,0.45478571428571424,311.0105140804143,890.4627252073759,0.24879631551634915,4319.0,5354.0,1277.2779842199034,18.604267701260913,3.180407371483996,4.660523763336567,0.8381924536138844,0.2597110388645829,1
David Thompson,G-F,9,5,2.0,0.0,0.0,2.0,0.0,509.0,19.375,0.568625,0.44775000000000004,6.362500000000001,14.0375,1.2625000000000002,1.3875000000000002,12.885637319987742,25.725811481670046,50.699999999999996,0.32499999999999996,1.5875,4213.0,8365.0,0.5025,89.64511016008876,273.8134411158662,0.23204861831863094,2815.0,3616.0,1202.9398320183252,22.12966601178782,3.774066797642436,3.2043222003929275,0.9017681728880157,0.7996070726915521,1
George Yardley,F-G,7,6,1.0,1.0,0.0,2.0,0.0,533.0,20.366666666666664,0.49877777777777776,0.4408888888888889,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901938,18.906491853360368,65.3,-2.326720200028834,0.5598788286771946,3639.0,8614.0,0.428,199.9353304802663,572.4403233475987,0.2487963155163492,2994.0,3841.0,665.4584881649275,19.27204502814259,8.726078799249532,1.6510318949343339,0.6736838126367808,0.413193885934443,1
Alex English,F,15,8,0.0,3.0,0.0,3.0,0.0,1271.0,19.111764705882347,0.5435882352941177,0.23894117647058824,9.811764705882355,15.805882352941175,1.282352941176471,1.2058823529411762,11.934417562347177,25.394499520785903,105.89999999999998,1.1764705882352942,2.1999999999999993,11212.0,22149.0,0.502764705882353,86.64511016008876,279.8134411158662,0.23372876156170871,4487.0,5407.0,3108.9398320183254,21.18882769472856,5.619984264358773,3.5995279307631787,0.8969315499606609,0.7041699449252558,1
Bailey Howell,F,12,6,0.0,1.0,0.0,1.0,0.0,950.0,18.908333333333335,0.5423333333333333,0.4590833333333333,10.153442121366673,10.245817630976157,1.6482685648326214,1.4106242785686767,15.085098559901942,18.906491853360368,114.69999999999999,-2.326720200028834,0.5598788286771946,6515.0,13585.0,0.47841666666666677,266.58044064035505,763.253764463465,0.24879631551634918,4740.0,6224.0,887.2779842199035,18.705263157894738,9.876842105263158,1.9505263157894737,0.5039627679093392,0.30909802274113424,1
Larry Bird,F,13,12,9.0,1.0,0.0,10.0,3.0,897.0,23.076923076923077,0.5584615384615385,0.2486153846153846,14.23846153846154,24.792307692307688,2.1000000000000005,1.2615384615384615,12.553846153846155,26.399999999999995,145.9,6.592307692307691,6.123076923076921,8591.0,17334.0,0.49115384615384616,649.0,1727.0,0.3432151011935653,3960.0,4471.0,2816.0,24.29319955406912,10.004459308807135,6.348940914158305,1.734671125975474,0.8416945373467113,1
Arnie Risen,C-F,10,4,0.0,1.0,0.0,1.0,0.0,577.0,14.862015868405656,0.44855555555555543,0.49444444444444446,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901938,18.906491853360368,45.3,-2.326720200028834,0.5598788286771946,2265.0,6034.0,0.37277777777777776,199.9353304802663,572.4403233475987,0.2487963155163492,2108.0,2989.0,665.4584881649275,11.504332755632582,9.073894940584648,1.660311958405546,0.6223110435622257,0.3816851667297368,1
Kevin McHale,F-C,13,7,1.0,0.0,0.0,1.0,0.0,971.0,19.63846153846154,0.5970769230769231,0.35753846153846147,13.13846153846154,7.953846153846153,0.5538461538461538,3.1846153846153844,11.661538461538463,22.346153846153847,113.1,2.146153846153846,2.615384615384615,6830.0,12334.0,0.5483846153846155,41.0,157.0,0.14833761127300366,3634.0,4554.0,1893.0,17.85272914521112,7.33470648815654,1.7198764160659115,0.35427394438722964,1.740473738414006,1
Bob McAdoo,C-F,14,5,1.0,1.0,0.0,2.0,1.0,1000.0,18.729999999999997,0.5342499999999999,0.33969999999999995,13.745,10.705000000000002,1.4624134282416312,2.0805312139284338,14.45478449596568,23.307272148676127,104.60000000000002,0.10366398999855857,1.62799394143386,8824.0,17480.0,0.49029999999999996,247.36540392032546,737.6492840915096,0.16796760508562697,4649.0,6236.0,1989.578824128277,22.3,9.561,2.354,0.9588970524594894,1.350470260133673,1
Isiah Thomas,G,13,12,3.0,2.0,0.0,5.0,0.0,979.0,17.93076923076923,0.5139230769230768,0.335,5.3307692307692305,37.47692307692308,2.507692307692307,0.3923076923076923,16.99230769230769,25.33846153846154,80.80000000000001,1.9923076923076921,2.884615384615385,7194.0,15904.0,0.44984615384615384,398.0,1373.0,0.2897692307692308,4036.0,5316.0,3682.0,19.225740551583247,3.5526046986721145,9.255362614913176,1.9009193054136875,0.254341164453524,1
Moses Malone,C-F,21,13,4.0,4.0,0.0,8.0,3.0,1411.0,20.114285714285714,0.5519524411117452,0.5881169069462646,19.590476190476195,5.833333333333333,1.0523809523809522,2.242857142857143,14.726442651414562,24.177117883813388,175.79999999999998,0.29047619047619055,2.2047619047619045,9824.0,20035.0,0.46946748992767356,119.07518360014794,398.02240185977706,0.1475132330046712,8836.0,11530.0,4025.819496054976,20.19277108433735,12.249468462083628,1.3359319631467044,0.8192771084337349,1.3564847625797307,1
Magic Johnson,G-F,17,12,9.0,1.0,0.0,10.0,3.0,906.0,23.984615384615385,0.6090000000000001,0.4955384615384615,11.092307692307694,40.2,2.4615384615384617,0.6538461538461539,19.661538461538463,22.33076923076923,155.70000000000002,7.038461538461538,5.953846153846153,6211.0,11951.0,0.518846153846154,325.0,1074.0,0.23353846153846153,4960.0,5850.0,3506.0,19.544150110375277,7.239514348785872,11.193156732891833,1.9028697571743929,0.41280353200883,1
Robert Parish,C,21,9,0.0,1.0,1.0,2.0,0.0,1611.0,18.64761904761905,0.563952380952381,0.31109523809523804,17.638095238095236,6.828571428571429,1.2761904761904763,3.00952380952381,14.00881421713819,21.086023421588585,147.00000000000003,1.0952380952380956,1.980952380952381,9614.0,17914.0,0.5297142857142857,66.64511016008876,196.81344111586623,0.1777116539402494,4106.0,5694.0,3256.9398320183254,14.48417132216015,9.134078212290502,1.3531967721911855,0.7566728739913098,1.4655493482309125,1
James Worthy,F,12,7,0.0,0.0,2.0,2.0,0.0,926.0,17.491666666666664,0.5569166666666666,0.24199999999999997,8.833333333333334,14.041666666666664,1.683333333333333,1.1666666666666663,11.516666666666667,22.958333333333332,81.29999999999998,1.45,2.3666666666666667,6878.0,13204.0,0.5203333333333333,117.0,486.0,0.152,2447.0,3184.0,1859.0,17.624190064794817,5.084233261339093,3.014038876889849,1.1241900647948164,0.673866090712743,1
Clyde Drexler,G,15,10,1.0,2.0,2.0,5.0,0.0,1162.0,20.929411764705883,0.5474117647058825,0.340235294117647,9.947058823529414,24.570588235294114,2.788235294117648,1.1941176470588233,12.81764705882353,25.247058823529407,147.3,5.829411764705882,4.788235294117648,8906.0,18911.0,0.4661176470588236,974.0,3011.0,0.2912941176470588,5062.0,6404.0,3163.0,20.523235800344235,6.1592082616179,5.582616179001721,2.0163511187607575,0.657487091222031,1
Maurice Stokes,F-C,3,3,0.0,3.0,0.0,3.0,0.0,202.0,20.900000000000002,0.40666666666666673,0.3276666666666666,9.949209586945463,13.009962314342772,1.6482685648326214,1.410624278568677,15.085098559901937,18.90649185336037,16.0,-2.3267202000288334,0.5598788286771945,1251.0,3567.0,0.3506666666666667,66.64511016008876,190.81344111586623,0.2487963155163492,813.0,1165.0,221.81949605497584,16.41089108910891,17.287128712871286,5.257425742574258,0.5925304820716241,0.3634197049555415,1
Charles Barkley,F,16,11,5.0,5.0,1.0,11.0,1.0,1073.0,24.193750000000005,0.6028125,0.5496249999999999,18.3375,17.69375,2.01875,1.30625,14.8125,24.53125,177.10000000000002,6.98125,5.8500000000000005,8435.0,15605.0,0.5327500000000001,538.0,2020.0,0.24425000000000002,6349.0,8643.0,3376.0,22.140726933830383,11.692451071761417,3.928238583410997,1.5358807082945014,0.8275862068965517,1
Joe Dumars,G,14,6,0.0,1.0,2.0,3.0,0.0,1018.0,15.164285714285713,0.5552142857142857,0.30700000000000005,3.5857142857142863,20.714285714285715,1.3071428571428572,0.1285714285714286,12.650000000000002,20.75,86.2,0.11428571428571425,1.3714285714285714,5994.0,13026.0,0.45721428571428585,990.0,2592.0,0.37249999999999994,3423.0,4059.0,2084.0,16.111001964636543,2.1640471512770136,4.530451866404715,0.8860510805500982,0.08153241650294696,1
Dominique Wilkins,F-G,17,9,1.0,4.0,2.0,7.0,0.0,1148.0,21.129411764705885,0.530235294117647,0.3411176470588235,10.688235294117648,12.064705882352944,1.688235294117647,0.9294117647058825,9.841176470588236,30.458823529411763,126.10000000000001,1.6882352941176468,2.5705882352941174,10661.0,23177.0,0.45370588235294124,796.0,2526.0,0.27405882352941174,6473.0,7960.0,2841.0,24.90505226480836,6.66376306620209,2.4790940766550524,1.2804878048780488,0.5853658536585366,1
Adrian Dantley,F-G,15,6,0.0,2.0,0.0,2.0,0.0,1107.0,20.373684210526314,0.6000526315789473,0.5651052631578948,8.510526315789475,12.489473684210525,1.3263157894736841,0.2631578947368421,12.499215713679051,24.795078518597915,153.99999999999997,2.3000000000000003,2.631578947368421,9217.0,17203.0,0.5199473684210527,118.07518360014794,360.02240185977706,0.1815984486384628,7833.0,9599.0,2967.9398320183254,23.73441734417344,5.7741644083107495,2.939476061427281,0.998193315266486,0.16892502258355918,1
Patrick Ewing,C-F,17,11,1.0,6.0,0.0,7.0,0.0,1190.0,19.327777777777776,0.5264444444444444,0.4076111111111111,15.899999999999999,9.511111111111113,1.327777777777778,4.644444444444444,13.766666666666667,27.227777777777778,126.39999999999999,0.7333333333333333,2.277777777777778,9702.0,19246.0,0.4678333333333334,19.0,127.0,0.08316666666666667,5395.0,7293.0,3538.0,20.85546218487395,9.75546218487395,1.8630252100840337,0.9546218487394958,2.4327731092436973,1
Hakeem Olajuwon,C,18,12,6.0,3.0,3.0,12.0,1.0,1238.0,22.905555555555555,0.5459444444444443,0.3527777777777777,17.05,11.733333333333333,2.4388888888888887,5.26111111111111,13.294444444444444,26.355555555555547,162.59999999999997,4.383333333333333,4.288888888888889,10749.0,20991.0,0.5066666666666667,25.0,124.0,0.12825514616848321,5423.0,7621.0,3667.0,21.765751211631663,11.105008077544426,2.470113085621971,1.7463651050080775,3.0936995153473346,1
Michael Jordan,G-F,19,14,10.0,1.0,0.0,11.0,5.0,1072.0,27.37333333333333,0.5594666666666667,0.354,9.379999999999999,24.806666666666665,3.1,1.4666666666666666,9.293333333333335,33.6,213.9,7.459999999999999,6.966666666666667,12192.0,24537.0,0.4882666666666667,581.0,1778.0,0.28393333333333337,7327.0,8772.0,2924.0,30.12313432835821,6.223880597014926,5.254664179104478,2.345149253731343,0.8330223880597015,1
David Robinson,C,14,10,4.0,2.0,4.0,10.0,1.0,987.0,26.050000000000004,0.5764285714285714,0.5874285714285714,17.564285714285713,11.950000000000003,2.085714285714286,5.47142857142857,11.77142857142857,26.08571428571429,178.79999999999998,6.735714285714286,5.778571428571429,7365.0,14221.0,0.513,25.0,100.0,0.17274206761064623,6035.0,8201.0,2417.0,21.06382978723404,10.635258358662615,2.4731509625126646,1.4062816616008105,2.99290780141844,1
John Stockton,G,19,10,2.0,6.0,3.0,11.0,0.0,1504.0,21.46842105263158,0.6041052631578946,0.43073684210526314,5.000000000000001,49.431578947368415,3.4421052631578952,0.4578947368421053,20.894736842105267,18.678947368421053,207.6,3.168421052631579,3.4684210526315793,7039.0,13658.0,0.5124736842105262,845.0,2203.0,0.34273684210526306,4788.0,5796.0,4244.0,13.105718085106384,2.6934840425531914,10.509308510638299,2.170877659574468,0.20944148936170212,1
Dennis Johnson,G,14,5,1.0,1.0,0.0,2.0,0.0,1100.0,14.621428571428568,0.511357142857143,0.3642857142857142,6.507142857142859,20.264285714285712,1.9785714285714282,1.0357142857142856,14.877507039992997,19.807606560954316,82.7,0.6357142857142856,1.6857142857142857,5832.0,13100.0,0.44635714285714284,146.64511016008876,654.8134411158662,0.18667063903921768,3791.0,4754.0,2521.9398320183254,14.122727272727273,3.862727272727273,4.999090909090909,1.3427272727272728,0.6136363636363636,1
Gus Johnson,F-C,10,5,0.0,4.0,0.0,4.0,0.0,581.0,16.15,0.46709999999999996,0.25239999999999996,12.094446710861824,10.920996231434279,1.6482685648326214,1.4106242785686767,15.08509855990194,18.906491853360368,35.7,-2.326720200028834,0.5598788286771946,4126.0,9383.0,0.4305,222.15036720029588,636.0448037195541,0.2487963155163492,1692.0,2420.0,739.3983201832528,17.115318416523237,12.700516351118761,2.6523235800344236,0.6866962557571318,0.42117487321296254,1
Karl Malone,F,19,14,11.0,2.0,1.0,14.0,2.0,1476.0,23.642105263157898,0.5735263157894737,0.5055263157894737,15.894736842105265,17.731578947368423,1.9473684210526312,1.431578947368421,12.684210526315791,29.115789473684213,234.60000000000002,5.268421052631579,5.3999999999999995,13528.0,26210.0,0.5128947368421053,85.0,310.0,0.2011578947368421,9787.0,13188.0,4524.0,25.018970189701896,10.140921409214092,3.5555555555555554,1.4126016260162602,0.7757452574525745,1
Scottie Pippen,F-G,17,7,3.0,2.0,2.0,7.0,0.0,1178.0,17.941176470588236,0.5280588235294118,0.2770588235294117,10.38823529411765,22.941176470588236,2.888235294117647,1.547058823529412,16.07058823529412,22.088235294117652,125.09999999999998,4.141176470588236,4.08235294117647,7420.0,15700.0,0.4617647058823529,978.0,3002.0,0.2965294117647059,3122.0,4437.0,3257.0,16.07809847198642,6.361629881154499,5.207979626485569,1.9584040747028864,0.8039049235993209,1
Dennis Rodman,F,14,2,0.0,0.0,2.0,2.0,0.0,911.0,13.957142857142859,0.5253571428571429,0.38885714285714285,23.185714285714283,7.357142857142857,1.0500000000000003,1.1785714285714284,22.25,11.278571428571428,89.79999999999998,2.3428571428571425,2.614285714285714,2766.0,5310.0,0.49571428571428583,82.0,355.0,0.151,1069.0,1832.0,1484.0,7.33589462129528,13.1218441273326,1.756311745334797,0.6706915477497256,0.5828759604829857,1
Chris Mullin,F-G,16,5,1.0,2.0,1.0,4.0,0.0,986.0,17.79375,0.5870000000000001,0.2981250000000001,6.762499999999999,15.843750000000002,2.26875,1.125,13.625000000000002,21.462500000000002,93.09999999999998,2.21875,2.4125,6740.0,13243.0,0.48993749999999997,815.0,2120.0,0.3660625,3616.0,4178.0,2315.0,18.16531440162272,4.0912778904665315,3.4989858012170387,1.5517241379310345,0.5567951318458418,1
Artis Gilmore,C,17,11,0.0,0.0,0.0,0.0,1.0,980.0,17.685714285714287,0.6296428571428571,0.636,16.20714285714286,7.671428571428572,0.7642857142857143,2.9571428571428564,18.520364182850138,18.521892275240027,108.39999999999999,1.6571428571428573,2.792857142857143,5831.0,9751.0,0.5930000000000001,67.64511016008876,203.81344111586623,0.23136905997479587,4181.0,5896.0,2487.9398320183254,16.16734693877551,9.56326530612245,1.8346938775510204,0.49489795918367346,1.813265306122449,1
Mel Daniels,C,10,7,0.0,0.0,0.0,0.0,2.0,11.0,10.7,0.43200000000000005,0.657,13.7,7.0,1.1,4.9,15.085098559901937,18.90649185336037,0.0,-4.2,-0.1,13.0,35.0,0.371,22.215036720029588,63.60448037195541,0.2487963155163492,13.0,23.0,73.93983201832528,3.5454545454545454,3.090909090909091,0.5454545454545454,0.2727272727272727,1.0,1
Reggie Miller,G-F,18,5,0.0,0.0,3.0,3.0,0.0,1389.0,18.194444444444443,0.6105,0.3927222222222222,5.0555555555555545,14.288888888888888,1.6222222222222225,0.4277777777777778,10.355555555555554,21.444444444444443,174.50000000000003,3.1611111111111105,3.516666666666667,8241.0,17499.0,0.4681666666666666,2560.0,6486.0,0.39116666666666666,6237.0,7026.0,2409.0,18.199424046076313,3.0107991360691146,2.9812814974802015,1.0835133189344852,0.21526277897768178,1
Ralph Sampson,C-F,9,4,0.0,1.0,0.0,1.0,0.0,504.0,12.700000000000001,0.46990909090909094,0.26945454545454545,15.363636363636362,9.772727272727273,1.3545454545454545,3.190909090909091,18.327272727272728,21.454545454545457,20.599999999999998,-2.0545454545454547,0.6181818181818183,3223.0,6694.0,0.4376363636363635,12.0,69.0,0.15663636363636363,1330.0,1982.0,1534.0,15.452380952380953,8.875,2.3015873015873014,0.8551587301587301,1.6666666666666667,1
Chet Walker,F-G,13,7,0.0,0.0,0.0,0.0,0.0,1032.0,17.530769230769234,0.538,0.43869230769230777,9.468744361197208,10.255378817591197,1.563919554858372,1.2089897741734956,15.085098559901942,18.906491853360368,117.5,-1.6149170923320901,0.8968205473422416,6876.0,14628.0,0.4686923076923077,288.79547736038467,826.8582448354205,0.24879631551634918,5079.0,6384.0,961.2178162382288,18.247093023255815,7.087209302325581,2.060077519379845,0.5386313731147122,0.2705163386341128,1
Jamaal Wilkes,F-G,12,3,0.0,0.0,0.0,0.0,0.0,828.0,15.641666666666666,0.5254166666666666,0.24558333333333338,9.675,10.258333333333333,1.7333333333333334,0.5083333333333334,12.73794130664215,21.118289630006757,71.4,-0.27499999999999997,1.3416666666666668,6226.0,12471.0,0.48708333333333337,118.07518360014794,370.02240185977706,0.17333179813181218,2185.0,2878.0,1432.8194960549758,17.685990338164252,6.179951690821256,2.475845410628019,1.2669082125603865,0.3164251207729469,1
Roger Brown,C,8,4,0.0,0.0,0.0,0.0,0.0,77.0,5.5,0.40175,0.2598637614678902,11.125,2.675,1.0870671412081554,2.952656069642169,11.313823919926453,15.004868890020278,0.7000000000000001,-2.931680050007208,0.06496970716929862,51.0,131.0,0.38545432212028585,66.64511016008876,190.81344111586623,0.2487963155163492,33.0,47.0,221.81949605497584,1.7532467532467533,2.987012987012987,0.3246753246753247,0.7908708111621994,0.9151981835541964,1
Roger Brown,C,8,1,0.0,0.0,0.0,0.0,0.0,77.0,5.5,0.40175,0.2598637614678902,11.125,2.675,1.0870671412081554,2.952656069642169,11.313823919926453,15.004868890020278,0.7000000000000001,-2.931680050007208,0.06496970716929862,51.0,131.0,0.38545432212028585,66.64511016008876,190.81344111586623,0.2487963155163492,33.0,47.0,221.81949605497584,1.7532467532467533,2.987012987012987,0.3246753246753247,0.7908708111621994,0.9151981835541964,1
Bernard King,F,16,4,2.0,1.0,1.0,4.0,0.0,874.0,18.46428571428571,0.5594285714285714,0.36885714285714283,9.414285714285715,15.628571428571432,1.292857142857143,0.39999999999999997,13.921428571428574,27.27857142857143,75.2,0.914285714285714,1.9642857142857142,7830.0,15109.0,0.5177857142857144,67.43007344005918,261.20896074391084,0.1852989472903855,3972.0,5444.0,2791.0,22.488558352402745,5.7894736842105265,3.2757437070938216,0.9908466819221968,0.2631578947368421,1
Gary Payton,G,17,9,2.0,5.0,2.0,9.0,0.0,1421.0,17.835,0.5148,0.23485,6.410000000000001,31.220000000000006,2.5549999999999997,0.595,13.925,21.990000000000002,154.4,2.4299999999999997,3.3550000000000004,9381.0,20186.0,0.45550000000000007,1187.0,3761.0,0.27509999999999996,3518.0,4837.0,3227.0,16.514426460239267,3.951442646023927,6.785362420830401,1.816326530612245,0.21745249824067558,1
Richie Guerin,G,14,6,0.0,3.0,0.0,3.0,0.0,928.0,16.866666666666667,0.49579999999999996,0.43573333333333336,9.949209586945463,16.27330820956185,1.648268564832621,1.4106242785686764,15.085098559901944,18.906491853360368,75.50000000000001,-2.3267202000288334,0.5598788286771946,5525.0,13297.0,0.42279999999999995,333.2255508004439,954.0672055793314,0.24879631551634915,4675.0,5973.0,1109.0974802748792,16.945043103448278,4.885775862068965,4.941810344827586,0.6448877013926082,0.39553222198825105,1
Alonzo Mourning,C,16,7,1.0,1.0,0.0,2.0,0.0,875.0,19.799999999999997,0.5696470588235294,0.6262352941176471,15.729411764705882,5.988235294117647,0.7529411764705882,6.964705882352941,15.29411764705882,24.31176470588235,90.9,0.2411764705882357,1.4058823529411761,5216.0,9913.0,0.520529411764706,22.0,89.0,0.1652690710949673,4139.0,6003.0,2266.0,16.677714285714284,8.382857142857143,1.1017142857142856,0.48228571428571426,2.777142857142857,1
Mitch Richmond,G,14,6,0.0,3.0,2.0,5.0,0.0,976.0,16.97142857142857,0.55,0.3251428571428572,6.1,16.414285714285715,1.742857142857143,0.48571428571428577,12.378571428571428,25.478571428571428,79.3,0.42857142857142855,1.7785714285714287,7305.0,16038.0,0.4491428571428572,1326.0,3417.0,0.37042857142857144,4561.0,5365.0,2579.0,21.001024590163933,3.894467213114754,3.4815573770491803,1.2407786885245902,0.26024590163934425,1
Guy Rodgers,G,12,4,0.0,0.0,0.0,0.0,0.0,971.0,12.842857142857143,0.4187142857142857,0.28264285714285714,9.94920958694546,24.525698134718333,1.6482685648326212,1.4106242785686764,15.085098559901942,18.906491853360368,32.900000000000006,-2.326720200028834,0.5598788286771946,4273.0,11334.0,0.368,311.0105140804143,890.4627252073759,0.24879631551634915,2272.0,3136.0,1035.157648256554,11.141091658084449,4.05870236869207,7.514933058702368,0.575240715172864,0.35281528514049826,1
Louie Dampier,G,12,7,0.0,0.0,0.0,0.0,0.0,232.0,12.466666666666669,0.5099999999999999,0.15933333333333333,3.3000000000000003,18.433333333333334,1.7333333333333334,0.39999999999999997,13.228366186633977,16.46883061778679,6.800000000000001,-3.233333333333333,-0.46666666666666673,692.0,1418.0,0.48633333333333334,66.64511016008876,190.81344111586623,0.2487963155163492,169.0,226.0,207.93983201832526,6.693965517241379,1.125,2.771551724137931,0.7370689655172413,0.15517241379310345,1
Spencer Haywood,F-C,14,5,2.0,2.0,0.0,4.0,1.0,828.0,16.75,0.5152142857142857,0.2931428571428571,13.314285714285715,7.65,1.0032004067498475,1.730848059693288,14.721120708522395,21.15324592668018,65.8,-1.57001147143475,0.5342597490022558,6385.0,13652.0,0.4660714285714285,245.36540392032546,707.6492840915096,0.2133399621914172,3242.0,4058.0,1433.578824128277,19.33937198067633,9.143719806763285,1.785024154589372,0.6216076779933188,0.9473560149770764,1
Dikembe Mutombo,C,18,8,0.0,1.0,2.0,3.0,0.0,1271.0,16.329999999999995,0.5644499999999999,0.61855,19.330000000000002,4.385,0.655,6.15,17.675000000000004,14.070000000000004,125.19999999999999,1.0199999999999996,2.03,4438.0,8601.0,0.50385,0.0,2.0,0.22391668396471426,3602.0,5251.0,2317.0,9.817466561762393,10.522423288749016,1.035405192761605,0.4114870180959874,2.747442958300551,1
Jo Jo White,G,12,7,0.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
Yao Ming,C,9,8,0.0,2.0,3.0,5.0,0.0,486.0,22.85,0.593375,0.4605,16.512500000000003,9.475,0.5625,4.5874999999999995,14.3375,26.9625,65.99999999999999,1.65,2.1375,3380.0,6445.0,0.5185000000000001,2.0,10.0,0.2496990788790873,2485.0,2984.0,1311.0,19.026748971193417,9.246913580246913,1.5823045267489713,0.3888888888888889,1.8930041152263375,1
Zelmo Beaty,C,13,5,0.0,0.0,0.0,0.0,0.0,570.0,16.462500000000002,0.525,0.42587500000000006,10.318058388577281,8.339990578585693,1.6547349942285436,1.3842962437475923,15.085098559901937,18.906491853360368,58.1,-2.3233801750252296,0.4773939750925453,3396.0,7237.0,0.4635,177.7202937602367,508.83584297564323,0.24879631551634923,2315.0,3087.0,591.5186561466022,15.97719298245614,10.436842105263159,1.4719298245614034,0.5689111705551324,0.35138915953633665,1
Shaquille O'Neal,C,19,15,8.0,2.0,4.0,14.0,1.0,1268.0,24.728571428571428,0.5880952380952381,0.5874761904761906,17.64285714285714,13.104761904761904,0.9000000000000002,4.423809523809524,13.43809523809524,28.457142857142863,184.5,3.9095238095238085,3.5523809523809513,11661.0,20015.0,0.5874285714285714,1.0,22.0,0.1422839597696901,6105.0,11590.0,3491.0,23.20820189274448,10.767350157728707,2.4597791798107256,0.6080441640378549,2.22397476340694,1
Allen Iverson,G,14,11,3.0,3.0,1.0,7.0,1.0,1064.0,19.439999999999994,0.5231,0.43065,4.92,27.734999999999996,2.3950000000000005,0.29000000000000004,13.2,29.99,108.69999999999997,1.0349999999999997,2.3,9532.0,22369.0,0.4337000000000001,1158.0,3704.0,0.34105,7235.0,9256.0,3740.0,25.80545112781955,3.6080827067669174,6.097744360902255,2.079887218045113,0.17387218045112782,1
Tracy McGrady,F-G,15,7,2.0,3.0,2.0,7.0,0.0,968.0,19.505882352941175,0.5036470588235293,0.3257058823529412,9.64705882352941,24.65294117647059,1.7294117647058824,2.0470588235294116,11.305882352941175,26.564705882352943,97.49999999999997,2.405882352941176,2.970588235294118,6800.0,15648.0,0.42452941176470593,1097.0,3262.0,0.336235294117647,3929.0,5265.0,2073.0,19.24173553719008,5.547520661157025,4.400826446280992,1.1890495867768596,0.8481404958677686,1
George McGinnis,F-C,11,6,1.0,1.0,0.0,2.0,1.0,601.0,17.155555555555555,0.4861111111111111,0.49377777777777787,16.333333333333332,18.855555555555558,2.511111111111111,0.7444444444444446,18.574466346644876,23.412553745191193,38.0,1.866666666666666,2.3333333333333335,3786.0,8452.0,0.4427777777777777,92.86014688011835,294.4179214878217,0.15513169578504407,2586.0,4047.0,1719.8796640366504,16.90848585690516,9.777038269550749,3.8569051580698837,1.7038269550748752,0.43094841930116473,1
Ray Allen,G,18,10,0.0,1.0,1.0,2.0,0.0,1376.0,18.665,0.5806499999999999,0.25565000000000004,6.889999999999999,16.905000000000005,1.6949999999999998,0.41000000000000003,11.474999999999998,23.975,154.29999999999998,2.9900000000000007,3.1100000000000003,9165.0,20318.0,0.45120000000000005,3174.0,7962.0,0.39694999999999997,4714.0,5265.0,2907.0,19.05377906976744,4.1082848837209305,3.412063953488372,1.129360465116279,0.1875,1
Maurice Cheeks,G,15,4,0.0,0.0,0.0,0.0,0.0,1182.0,16.064705882352943,0.5709411764705882,0.3092352941176471,4.9411764705882355,28.335294117647067,3.1117647058823534,0.4352941176470589,17.405882352941177,14.629411764705882,110.49999999999999,1.435294117647059,2.0882352941176476,5213.0,9983.0,0.5222941176470588,78.21503672002959,283.60448037195545,0.25657625385390287,2502.0,3140.0,2389.0,10.98477157360406,2.8155668358714045,6.637055837563452,2.0592216582064298,0.2571912013536379,1
